customerId,customerName,customerCity,creditcardNumber,accountNumber,job,marital,education,housing,loan
12067,CHRIS,Columbia,12067,12067,blue-collar,married,primary,no,no
12068,Rhiannon,Newcastle,12068,12068,blue-collar,married,secondary,yes,no
12069,Shelly,New York,12069,12069,admin.,married,secondary,yes,no
12070,Ola,San Jose,12070,12070,self-employed,divorced,secondary,no,no
12071,Stacey,Houston,12071,12071,retired,married,secondary,no,yes
12072,Lisa,San Fransisco,12072,12072,admin.,married,secondary,no,no
12073,David,Los Angeles,12073,12073,management,married,tertiary,yes,no
12074,Jeanette,Jersey,12074,12074,blue-collar,married,primary,yes,no
12075,Adrian,San Antonio,12075,12075,retired,married,tertiary,no,no
12076,Peter,Dallas,12076,12076,blue-collar,married,secondary,no,no
12077,CHRIS,Santa Clara,12077,12077,blue-collar,married,primary,no,no
12078,Rhiannon,Rosselle,12078,12078,management,married,tertiary,no,no
12079,Shelly,Pittsburgh,12079,12079,admin.,married,secondary,no,no
12080,Ola,Pennsylvania,12080,12080,services,married,secondary,no,yes
12081,Stacey,Columbia,12081,12081,blue-collar,married,secondary,no,yes
12082,Lisa,Newcastle,12082,12082,student,single,unknown,no,no
12083,David,New York,12083,12083,admin.,divorced,secondary,yes,no
12084,Jeanette,San Jose,12084,12084,blue-collar,married,unknown,no,no
12085,Adrian,Houston,12085,12085,entrepreneur,married,unknown,no,no
12086,Peter,San Fransisco,12086,12086,unknown,married,unknown,no,no
12087,CHRIS,Los Angeles,12087,12087,blue-collar,married,secondary,no,no
12088,Rhiannon,Jersey,12088,12088,retired,divorced,primary,no,no
12089,Shelly,San Antonio,12089,12089,management,married,tertiary,no,no
12090,Ola,Dallas,12090,12090,admin.,married,secondary,no,no
12091,Stacey,Santa Clara,12091,12091,technician,married,secondary,no,no
12092,Lisa,Rosselle,12092,12092,technician,married,secondary,no,no
12093,David,Pittsburgh,12093,12093,technician,married,secondary,no,no
12094,Jeanette,Pennsylvania,12094,12094,management,married,tertiary,no,no
12095,Adrian,Columbia,12095,12095,technician,married,secondary,yes,yes
12096,Peter,Newcastle,12096,12096,management,single,secondary,yes,no
12097,CHRIS,New York,12097,12097,admin.,single,secondary,no,no
12098,Rhiannon,San Jose,12098,12098,services,married,secondary,yes,no
12099,Shelly,Houston,12099,12099,management,divorced,unknown,no,no
12100,Ola,San Fransisco,12100,12100,unknown,married,secondary,no,no
12101,Stacey,Los Angeles,12101,12101,student,single,secondary,yes,no
12102,Lisa,Jersey,12102,12102,technician,single,secondary,yes,no
12103,David,San Antonio,12103,12103,technician,married,secondary,no,yes
12104,Jeanette,Dallas,12104,12104,housemaid,married,primary,no,no
12105,Adrian,Santa Clara,12105,12105,blue-collar,married,secondary,no,no
12106,Peter,Rosselle,12106,12106,management,married,tertiary,yes,no
12107,CHRIS,Pittsburgh,12107,12107,services,married,secondary,no,no
12108,Rhiannon,Pennsylvania,12108,12108,management,single,tertiary,no,no
12109,Shelly,Columbia,12109,12109,management,single,secondary,no,no
12110,Ola,Newcastle,12110,12110,self-employed,married,primary,no,yes
12111,Stacey,New York,12111,12111,management,divorced,tertiary,yes,no
12112,Lisa,San Jose,12112,12112,retired,divorced,secondary,no,no
12113,David,Houston,12113,12113,unknown,married,tertiary,no,no
12114,Jeanette,San Fransisco,12114,12114,blue-collar,married,secondary,yes,no
12115,Adrian,Los Angeles,12115,12115,entrepreneur,married,tertiary,yes,yes
12116,Peter,Jersey,12116,12116,self-employed,married,secondary,no,no
12117,CHRIS,San Antonio,12117,12117,services,single,secondary,no,no
12118,Rhiannon,Dallas,12118,12118,blue-collar,married,secondary,no,no
12119,Shelly,Santa Clara,12119,12119,blue-collar,married,primary,no,no
12120,Ola,Rosselle,12120,12120,blue-collar,married,primary,no,no
12121,Stacey,Pittsburgh,12121,12121,blue-collar,married,secondary,no,no
12122,Lisa,Pennsylvania,12122,12122,admin.,married,secondary,yes,no
12123,David,Columbia,12123,12123,admin.,married,secondary,yes,no
12124,Jeanette,Newcastle,12124,12124,services,single,secondary,no,no
12125,Adrian,New York,12125,12125,management,married,tertiary,no,no
12126,Peter,San Jose,12126,12126,blue-collar,married,primary,yes,no
12127,CHRIS,Houston,12127,12127,admin.,married,secondary,no,no
12128,Rhiannon,San Fransisco,12128,12128,blue-collar,married,unknown,no,no
12129,Shelly,Los Angeles,12129,12129,blue-collar,married,unknown,no,no
12130,Ola,Jersey,12130,12130,management,married,tertiary,yes,no
12131,Stacey,San Antonio,12131,12131,blue-collar,married,secondary,no,no
12132,Lisa,Dallas,12132,12132,management,married,tertiary,no,no
12133,David,Santa Clara,12133,12133,services,married,secondary,no,no
12134,Jeanette,Rosselle,12134,12134,technician,married,primary,no,no
12135,Adrian,Pittsburgh,12135,12135,blue-collar,single,unknown,no,no
12136,Peter,Pennsylvania,12136,12136,management,married,primary,yes,no
12137,CHRIS,Columbia,12137,12137,management,single,tertiary,no,no
12138,Rhiannon,Newcastle,12138,12138,services,married,secondary,yes,no
12139,Shelly,New York,12139,12139,services,married,secondary,yes,no
12140,Ola,San Jose,12140,12140,technician,divorced,unknown,no,no
12141,Stacey,Houston,12141,12141,management,married,tertiary,no,no
12142,Lisa,San Fransisco,12142,12142,admin.,divorced,secondary,no,yes
12143,David,Los Angeles,12143,12143,blue-collar,married,unknown,no,no
12144,Jeanette,Jersey,12144,12144,blue-collar,married,primary,no,no
12145,Adrian,San Antonio,12145,12145,management,married,tertiary,no,no
12146,Peter,Dallas,12146,12146,blue-collar,married,secondary,yes,yes
12147,CHRIS,Santa Clara,12147,12147,technician,married,secondary,no,no
12148,Rhiannon,Rosselle,12148,12148,unknown,married,unknown,no,no
12149,Shelly,Pittsburgh,12149,12149,services,divorced,primary,no,no
12150,Ola,Pennsylvania,12150,12150,self-employed,married,primary,no,no
12151,Stacey,Columbia,12151,12151,management,married,secondary,yes,no
12152,Lisa,Newcastle,12152,12152,admin.,married,secondary,yes,yes
12153,David,New York,12153,12153,management,married,tertiary,yes,no
12154,Jeanette,San Jose,12154,12154,management,married,tertiary,no,no
12155,Adrian,Houston,12155,12155,blue-collar,married,primary,no,no
12156,Peter,San Fransisco,12156,12156,admin.,single,tertiary,yes,no
12157,CHRIS,Los Angeles,12157,12157,management,married,primary,no,no
12158,Rhiannon,Jersey,12158,12158,management,married,tertiary,yes,no
12159,Shelly,San Antonio,12159,12159,technician,divorced,tertiary,yes,no
12160,Ola,Dallas,12160,12160,services,divorced,unknown,no,no
12161,Stacey,Santa Clara,12161,12161,unemployed,married,secondary,yes,no
12162,Lisa,Rosselle,12162,12162,management,married,tertiary,yes,no
12163,David,Pittsburgh,12163,12163,blue-collar,married,primary,yes,yes
12164,Jeanette,Pennsylvania,12164,12164,blue-collar,married,secondary,yes,no
12165,Adrian,Columbia,12165,12165,blue-collar,married,secondary,no,no
12166,Peter,Newcastle,12166,12166,technician,married,secondary,no,yes
12167,CHRIS,New York,12167,12167,services,single,primary,yes,no
12168,Rhiannon,San Jose,12168,12168,housemaid,single,unknown,no,no
12169,Shelly,Houston,12169,12169,blue-collar,married,secondary,no,no
12170,Ola,San Fransisco,12170,12170,technician,married,tertiary,no,no
12171,Stacey,Los Angeles,12171,12171,blue-collar,married,secondary,yes,no
12172,Lisa,Jersey,12172,12172,blue-collar,single,primary,no,no
12173,David,San Antonio,12173,12173,admin.,married,unknown,no,no
12174,Jeanette,Dallas,12174,12174,blue-collar,single,unknown,no,no
12175,Adrian,Santa Clara,12175,12175,management,married,tertiary,no,no
12176,Peter,Rosselle,12176,12176,technician,divorced,secondary,no,no
12177,CHRIS,Pittsburgh,12177,12177,technician,married,tertiary,no,no
12178,Rhiannon,Pennsylvania,12178,12178,blue-collar,divorced,secondary,no,yes
12179,Shelly,Columbia,12179,12179,technician,single,tertiary,no,yes
12180,Ola,Newcastle,12180,12180,management,married,primary,no,no
12181,Stacey,New York,12181,12181,blue-collar,single,primary,no,no
12182,Lisa,San Jose,12182,12182,student,married,secondary,no,no
12183,David,Houston,12183,12183,management,married,tertiary,no,no
12184,Jeanette,San Fransisco,12184,12184,blue-collar,married,secondary,no,yes
12185,Adrian,Los Angeles,12185,12185,management,married,tertiary,no,no
12186,Peter,Jersey,12186,12186,blue-collar,married,primary,yes,no
12187,CHRIS,San Antonio,12187,12187,technician,married,secondary,no,no
12188,Rhiannon,Dallas,12188,12188,unknown,single,unknown,no,no
12189,Shelly,Santa Clara,12189,12189,student,married,secondary,no,no
12190,Ola,Rosselle,12190,12190,blue-collar,single,secondary,no,no
12191,Stacey,Pittsburgh,12191,12191,admin.,married,secondary,no,no
12192,Lisa,Pennsylvania,12192,12192,technician,single,secondary,yes,no
12193,David,Columbia,12193,12193,management,single,tertiary,no,no
12194,Jeanette,Newcastle,12194,12194,services,married,secondary,no,no
12195,Adrian,New York,12195,12195,admin.,single,secondary,no,yes
12196,Peter,San Jose,12196,12196,services,divorced,secondary,no,no
12197,CHRIS,Houston,12197,12197,blue-collar,single,secondary,yes,yes
12198,Rhiannon,San Fransisco,12198,12198,unemployed,divorced,tertiary,no,no
12199,Shelly,Los Angeles,12199,12199,blue-collar,married,secondary,no,no
12200,Ola,Jersey,12200,12200,admin.,married,tertiary,no,no
12201,Stacey,San Antonio,12201,12201,technician,divorced,secondary,no,no
12202,Lisa,Dallas,12202,12202,technician,single,tertiary,yes,no
12203,David,Santa Clara,12203,12203,entrepreneur,married,unknown,no,no
12204,Jeanette,Rosselle,12204,12204,unknown,married,unknown,no,no
12205,Adrian,Pittsburgh,12205,12205,blue-collar,married,secondary,yes,no
12206,Peter,Pennsylvania,12206,12206,technician,married,tertiary,yes,no
12207,CHRIS,Columbia,12207,12207,retired,single,primary,no,no
12208,Rhiannon,Newcastle,12208,12208,blue-collar,married,primary,no,no
12209,Shelly,New York,12209,12209,student,single,secondary,no,no
12210,Ola,San Jose,12210,12210,blue-collar,married,secondary,yes,no
12211,Stacey,Houston,12211,12211,management,single,tertiary,yes,no
12212,Lisa,San Fransisco,12212,12212,management,married,tertiary,yes,no
12213,David,Los Angeles,12213,12213,admin.,married,secondary,no,yes
12214,Jeanette,Jersey,12214,12214,blue-collar,divorced,secondary,yes,no
12215,Adrian,San Antonio,12215,12215,management,divorced,tertiary,yes,no
12216,Peter,Dallas,12216,12216,blue-collar,single,secondary,yes,no
12217,CHRIS,Santa Clara,12217,12217,technician,married,secondary,yes,yes
12218,Rhiannon,Rosselle,12218,12218,technician,single,tertiary,no,no
12219,Shelly,Pittsburgh,12219,12219,unknown,married,unknown,no,no
12220,Ola,Pennsylvania,12220,12220,blue-collar,married,primary,no,no
12221,Stacey,Columbia,12221,12221,blue-collar,married,unknown,yes,no
12222,Lisa,Newcastle,12222,12222,retired,married,tertiary,no,no
12223,David,New York,12223,12223,self-employed,married,secondary,no,no
12224,Jeanette,San Jose,12224,12224,admin.,married,unknown,yes,no
12225,Adrian,Houston,12225,12225,blue-collar,married,secondary,yes,yes
12226,Peter,San Fransisco,12226,12226,technician,married,tertiary,no,no
12227,CHRIS,Los Angeles,12227,12227,technician,single,secondary,no,no
12228,Rhiannon,Jersey,12228,12228,housemaid,divorced,tertiary,no,no
12229,Shelly,San Antonio,12229,12229,blue-collar,married,secondary,no,no
12230,Ola,Dallas,12230,12230,services,single,secondary,yes,no
12231,Stacey,Santa Clara,12231,12231,unemployed,married,tertiary,yes,no
12232,Lisa,Rosselle,12232,12232,blue-collar,married,secondary,yes,yes
12233,David,Pittsburgh,12233,12233,blue-collar,married,secondary,no,no
12234,Jeanette,Pennsylvania,12234,12234,unemployed,married,secondary,no,no
12235,Adrian,Columbia,12235,12235,services,married,secondary,no,yes
12236,Peter,Newcastle,12236,12236,retired,married,secondary,no,yes
12237,CHRIS,New York,12237,12237,services,divorced,secondary,no,no
12238,Rhiannon,San Jose,12238,12238,management,married,tertiary,no,no
12239,Shelly,Houston,12239,12239,retired,married,secondary,no,no
12240,Ola,San Fransisco,12240,12240,admin.,married,primary,no,no
12241,Stacey,Los Angeles,12241,12241,management,married,tertiary,yes,no
12242,Lisa,Jersey,12242,12242,blue-collar,married,primary,yes,no
12243,David,San Antonio,12243,12243,blue-collar,divorced,secondary,yes,no
12244,Jeanette,Dallas,12244,12244,services,single,secondary,no,no
12245,Adrian,Santa Clara,12245,12245,self-employed,married,secondary,no,no
12246,Peter,Rosselle,12246,12246,unknown,married,secondary,no,no
12247,CHRIS,Pittsburgh,12247,12247,self-employed,single,primary,no,no
12248,Rhiannon,Pennsylvania,12248,12248,unemployed,married,tertiary,no,no
12249,Shelly,Columbia,12249,12249,blue-collar,married,secondary,yes,no
12250,Ola,Newcastle,12250,12250,blue-collar,single,secondary,no,no
12251,Stacey,New York,12251,12251,admin.,single,primary,yes,no
12252,Lisa,San Jose,12252,12252,blue-collar,married,secondary,yes,no
12253,David,Houston,12253,12253,technician,single,secondary,yes,no
12254,Jeanette,San Fransisco,12254,12254,blue-collar,single,secondary,yes,no
12255,Adrian,Los Angeles,12255,12255,blue-collar,single,secondary,yes,no
12256,Peter,Jersey,12256,12256,unemployed,divorced,secondary,no,no
12257,CHRIS,San Antonio,12257,12257,blue-collar,divorced,unknown,no,no
12258,Rhiannon,Dallas,12258,12258,technician,married,secondary,yes,no
12259,Shelly,Santa Clara,12259,12259,retired,divorced,primary,no,no
12260,Ola,Rosselle,12260,12260,management,married,tertiary,no,no
12261,Stacey,Pittsburgh,12261,12261,management,married,tertiary,yes,no
12262,Lisa,Pennsylvania,12262,12262,services,married,secondary,no,no
12263,David,Columbia,12263,12263,management,single,tertiary,no,no
12264,Jeanette,Newcastle,12264,12264,management,married,tertiary,yes,yes
12265,Adrian,New York,12265,12265,technician,married,secondary,yes,no
12266,Peter,San Jose,12266,12266,self-employed,divorced,tertiary,yes,no
12267,CHRIS,Houston,12267,12267,blue-collar,single,tertiary,yes,no
12268,Rhiannon,San Fransisco,12268,12268,management,divorced,tertiary,no,yes
12269,Shelly,Los Angeles,12269,12269,management,married,tertiary,no,no
12270,Ola,Jersey,12270,12270,housemaid,married,secondary,no,no
12271,Stacey,San Antonio,12271,12271,blue-collar,married,secondary,no,no
12272,Lisa,Dallas,12272,12272,management,married,unknown,yes,no
12273,David,Santa Clara,12273,12273,management,married,primary,no,no
12274,Jeanette,Rosselle,12274,12274,blue-collar,single,secondary,no,no
12275,Adrian,Pittsburgh,12275,12275,admin.,single,secondary,no,yes
12276,Peter,Pennsylvania,12276,12276,housemaid,married,primary,yes,no
12277,CHRIS,Columbia,12277,12277,blue-collar,single,primary,yes,no
12278,Rhiannon,Newcastle,12278,12278,technician,married,tertiary,yes,no
12279,Shelly,New York,12279,12279,housemaid,married,primary,no,no
12280,Ola,San Jose,12280,12280,blue-collar,married,secondary,no,no
12281,Stacey,Houston,12281,12281,admin.,married,secondary,yes,no
12282,Lisa,San Fransisco,12282,12282,blue-collar,married,secondary,no,no
12283,David,Los Angeles,12283,12283,entrepreneur,single,tertiary,no,no
12284,Jeanette,Jersey,12284,12284,blue-collar,married,secondary,yes,yes
12285,Adrian,San Antonio,12285,12285,technician,single,tertiary,no,no
12286,Peter,Dallas,12286,12286,housemaid,married,primary,no,yes
12287,CHRIS,Santa Clara,12287,12287,technician,married,tertiary,no,no
12288,Rhiannon,Rosselle,12288,12288,blue-collar,married,secondary,no,no
12289,Shelly,Pittsburgh,12289,12289,services,married,secondary,no,yes
12290,Ola,Pennsylvania,12290,12290,management,married,tertiary,no,yes
12291,Stacey,Columbia,12291,12291,blue-collar,married,secondary,yes,no
12292,Lisa,Newcastle,12292,12292,technician,married,secondary,no,yes
12293,David,New York,12293,12293,retired,married,primary,no,yes
12294,Jeanette,San Jose,12294,12294,retired,married,primary,no,no
12295,Adrian,Houston,12295,12295,services,married,secondary,no,yes
12296,Peter,San Fransisco,12296,12296,admin.,single,secondary,no,no
12297,CHRIS,Los Angeles,12297,12297,technician,married,secondary,no,yes
12298,Rhiannon,Jersey,12298,12298,self-employed,married,tertiary,no,yes
12299,Shelly,San Antonio,12299,12299,services,divorced,secondary,yes,yes
12300,Ola,Dallas,12300,12300,services,married,secondary,yes,yes
12301,Stacey,Santa Clara,12301,12301,technician,divorced,secondary,no,no
12302,Lisa,Rosselle,12302,12302,blue-collar,divorced,secondary,no,no
12303,David,Pittsburgh,12303,12303,technician,single,secondary,no,no
12304,Jeanette,Pennsylvania,12304,12304,housemaid,married,secondary,yes,yes
12305,Adrian,Columbia,12305,12305,blue-collar,divorced,unknown,no,yes
12306,Peter,Newcastle,12306,12306,unemployed,married,secondary,no,no
12307,CHRIS,New York,12307,12307,blue-collar,divorced,secondary,yes,no
12308,Rhiannon,San Jose,12308,12308,management,single,tertiary,yes,no
12309,Shelly,Houston,12309,12309,blue-collar,married,primary,no,no
12310,Ola,San Fransisco,12310,12310,services,married,secondary,no,no
12311,Stacey,Los Angeles,12311,12311,admin.,married,secondary,yes,yes
12312,Lisa,Jersey,12312,12312,blue-collar,married,primary,no,no
12313,David,San Antonio,12313,12313,management,single,tertiary,yes,no
12314,Jeanette,Dallas,12314,12314,blue-collar,divorced,secondary,no,yes
12315,Adrian,Santa Clara,12315,12315,self-employed,single,tertiary,no,no
12316,Peter,Rosselle,12316,12316,technician,married,secondary,no,yes
12317,CHRIS,Pittsburgh,12317,12317,unemployed,married,secondary,no,yes
12318,Rhiannon,Pennsylvania,12318,12318,admin.,married,secondary,yes,yes
12319,Shelly,Columbia,12319,12319,blue-collar,married,secondary,yes,no
12320,Ola,Newcastle,12320,12320,admin.,married,secondary,no,yes
12321,Stacey,New York,12321,12321,blue-collar,married,tertiary,yes,no
12322,Lisa,San Jose,12322,12322,admin.,single,tertiary,yes,yes
12323,David,Houston,12323,12323,retired,divorced,tertiary,no,yes
12324,Jeanette,San Fransisco,12324,12324,technician,married,tertiary,yes,yes
12325,Adrian,Los Angeles,12325,12325,services,married,secondary,no,yes
12326,Peter,Jersey,12326,12326,self-employed,married,secondary,no,yes
12327,CHRIS,San Antonio,12327,12327,blue-collar,married,secondary,yes,yes
12328,Rhiannon,Dallas,12328,12328,blue-collar,married,primary,yes,no
12329,Shelly,Santa Clara,12329,12329,technician,divorced,secondary,yes,yes
12330,Ola,Rosselle,12330,12330,services,divorced,tertiary,no,yes
12331,Stacey,Pittsburgh,12331,12331,management,single,tertiary,yes,no
12332,Lisa,Pennsylvania,12332,12332,technician,married,secondary,no,yes
12333,David,Columbia,12333,12333,blue-collar,married,secondary,no,yes
12334,Jeanette,Newcastle,12334,12334,blue-collar,married,secondary,yes,yes
12335,Adrian,New York,12335,12335,admin.,married,secondary,no,yes
12336,Peter,San Jose,12336,12336,services,single,secondary,no,yes
12337,CHRIS,Houston,12337,12337,services,single,secondary,no,no
12338,Rhiannon,San Fransisco,12338,12338,technician,married,tertiary,no,no
12339,Shelly,Los Angeles,12339,12339,blue-collar,married,secondary,yes,no
12340,Ola,Jersey,12340,12340,admin.,divorced,secondary,no,no
12341,Stacey,San Antonio,12341,12341,blue-collar,single,primary,no,no
12342,Lisa,Dallas,12342,12342,blue-collar,married,secondary,yes,no
12343,David,Santa Clara,12343,12343,admin.,single,secondary,yes,no
12344,Jeanette,Rosselle,12344,12344,services,married,secondary,no,yes
12345,Adrian,Pittsburgh,12345,12345,blue-collar,married,primary,no,no
12346,Peter,Pennsylvania,12346,12346,technician,single,secondary,no,yes
12347,CHRIS,Columbia,12347,12347,housemaid,married,primary,no,yes
12348,Rhiannon,Newcastle,12348,12348,admin.,single,secondary,no,yes
12349,Shelly,New York,12349,12349,blue-collar,single,secondary,no,no
12350,Ola,San Jose,12350,12350,management,married,tertiary,yes,no
12351,Stacey,Houston,12351,12351,blue-collar,married,secondary,yes,no
12352,Lisa,San Fransisco,12352,12352,admin.,married,secondary,yes,no
12353,David,Los Angeles,12353,12353,entrepreneur,married,tertiary,no,no
12354,Jeanette,Jersey,12354,12354,self-employed,married,secondary,no,no
12355,Adrian,San Antonio,12355,12355,self-employed,single,tertiary,no,no
12356,Peter,Dallas,12356,12356,blue-collar,single,primary,yes,no
12357,CHRIS,Santa Clara,12357,12357,blue-collar,married,primary,yes,no
12358,Rhiannon,Rosselle,12358,12358,blue-collar,married,primary,no,yes
12359,Shelly,Pittsburgh,12359,12359,admin.,married,secondary,no,yes
12360,Ola,Pennsylvania,12360,12360,admin.,divorced,secondary,no,yes
12361,Stacey,Columbia,12361,12361,services,married,secondary,yes,no
12362,Lisa,Newcastle,12362,12362,services,married,secondary,no,yes
12363,David,New York,12363,12363,technician,married,secondary,yes,no
12364,Jeanette,San Jose,12364,12364,services,married,primary,no,no
12365,Adrian,Houston,12365,12365,services,single,secondary,no,yes
12366,Peter,San Fransisco,12366,12366,blue-collar,divorced,unknown,yes,yes
12367,CHRIS,Los Angeles,12367,12367,technician,married,tertiary,no,yes
12368,Rhiannon,Jersey,12368,12368,retired,married,secondary,no,yes
12369,Shelly,San Antonio,12369,12369,blue-collar,married,primary,no,no
12370,Ola,Dallas,12370,12370,housemaid,married,primary,no,yes
12371,Stacey,Santa Clara,12371,12371,retired,married,primary,no,yes
12372,Lisa,Rosselle,12372,12372,blue-collar,married,secondary,yes,yes
12373,David,Pittsburgh,12373,12373,blue-collar,single,secondary,yes,no
12374,Jeanette,Pennsylvania,12374,12374,management,married,tertiary,yes,no
12375,Adrian,Columbia,12375,12375,housemaid,married,primary,no,no
12376,Peter,Newcastle,12376,12376,management,married,tertiary,no,yes
12377,CHRIS,New York,12377,12377,retired,married,primary,no,no
12378,Rhiannon,San Jose,12378,12378,services,married,primary,no,no
12379,Shelly,Houston,12379,12379,blue-collar,single,unknown,yes,no
12380,Ola,San Fransisco,12380,12380,blue-collar,married,primary,no,no
12381,Stacey,Los Angeles,12381,12381,blue-collar,married,secondary,yes,yes
12382,Lisa,Jersey,12382,12382,technician,married,secondary,no,yes
12383,David,San Antonio,12383,12383,retired,single,primary,no,yes
12384,Jeanette,Dallas,12384,12384,management,married,tertiary,no,no
12385,Adrian,Santa Clara,12385,12385,blue-collar,single,primary,yes,no
12386,Peter,Rosselle,12386,12386,technician,divorced,secondary,yes,no
12387,CHRIS,Pittsburgh,12387,12387,technician,married,secondary,yes,yes
12388,Rhiannon,Pennsylvania,12388,12388,services,married,secondary,yes,no
12389,Shelly,Columbia,12389,12389,entrepreneur,married,secondary,yes,yes
12390,Ola,Newcastle,12390,12390,blue-collar,married,tertiary,no,yes
12391,Stacey,New York,12391,12391,admin.,divorced,secondary,no,yes
12392,Lisa,San Jose,12392,12392,retired,divorced,primary,no,yes
12393,David,Houston,12393,12393,blue-collar,married,primary,yes,yes
12394,Jeanette,San Fransisco,12394,12394,technician,married,secondary,yes,yes
12395,Adrian,Los Angeles,12395,12395,admin.,single,secondary,no,no
12396,Peter,Jersey,12396,12396,services,married,secondary,no,yes
12397,CHRIS,San Antonio,12397,12397,retired,married,secondary,no,yes
12398,Rhiannon,Dallas,12398,12398,blue-collar,married,primary,no,no
12399,Shelly,Santa Clara,12399,12399,blue-collar,married,primary,no,no
12400,Ola,Rosselle,12400,12400,blue-collar,single,secondary,yes,yes
12401,Stacey,Pittsburgh,12401,12401,admin.,divorced,secondary,no,yes
12402,Lisa,Pennsylvania,12402,12402,services,single,secondary,yes,no
12403,David,Columbia,12403,12403,blue-collar,married,primary,no,yes
12404,Jeanette,Newcastle,12404,12404,admin.,single,secondary,yes,yes
12405,Adrian,New York,12405,12405,technician,married,secondary,yes,yes
12406,Peter,San Jose,12406,12406,technician,divorced,secondary,yes,no
12407,CHRIS,Houston,12407,12407,management,single,secondary,yes,no
12408,Rhiannon,San Fransisco,12408,12408,management,married,tertiary,no,yes
12409,Shelly,Los Angeles,12409,12409,technician,married,secondary,yes,no
12410,Ola,Jersey,12410,12410,services,married,primary,yes,no
12411,Stacey,San Antonio,12411,12411,entrepreneur,married,secondary,yes,no
12412,Lisa,Dallas,12412,12412,management,married,primary,yes,no
12413,David,Santa Clara,12413,12413,entrepreneur,married,tertiary,yes,no
12414,Jeanette,Rosselle,12414,12414,services,married,secondary,yes,no
12415,Adrian,Pittsburgh,12415,12415,blue-collar,married,primary,yes,no
12416,Peter,Pennsylvania,12416,12416,management,single,tertiary,yes,yes
12417,CHRIS,Columbia,12417,12417,admin.,divorced,secondary,yes,no
12418,Rhiannon,Newcastle,12418,12418,services,single,secondary,yes,no
12419,Shelly,New York,12419,12419,blue-collar,divorced,primary,no,yes
12420,Ola,San Jose,12420,12420,blue-collar,married,primary,yes,yes
12421,Stacey,Houston,12421,12421,technician,divorced,secondary,no,yes
12422,Lisa,San Fransisco,12422,12422,admin.,married,secondary,no,no
12423,David,Los Angeles,12423,12423,blue-collar,married,secondary,no,no
12424,Jeanette,Jersey,12424,12424,self-employed,single,secondary,yes,no
12425,Adrian,San Antonio,12425,12425,technician,married,tertiary,yes,no
12426,Peter,Dallas,12426,12426,blue-collar,married,secondary,no,no
12427,CHRIS,Santa Clara,12427,12427,services,married,secondary,no,yes
12428,Rhiannon,Rosselle,12428,12428,entrepreneur,married,secondary,no,yes
12429,Shelly,Pittsburgh,12429,12429,blue-collar,single,primary,no,yes
12430,Ola,Pennsylvania,12430,12430,blue-collar,married,secondary,yes,no
12431,Stacey,Columbia,12431,12431,blue-collar,married,primary,no,yes
12432,Lisa,Newcastle,12432,12432,self-employed,married,tertiary,no,yes
12433,David,New York,12433,12433,admin.,single,secondary,no,yes
12434,Jeanette,San Jose,12434,12434,admin.,married,secondary,no,yes
12435,Adrian,Houston,12435,12435,blue-collar,married,primary,no,no
12436,Peter,San Fransisco,12436,12436,management,married,tertiary,no,no
12437,CHRIS,Los Angeles,12437,12437,technician,married,tertiary,yes,yes
12438,Rhiannon,Jersey,12438,12438,admin.,married,secondary,yes,no
12439,Shelly,San Antonio,12439,12439,blue-collar,single,primary,yes,no
12440,Ola,Dallas,12440,12440,retired,married,secondary,no,yes
12441,Stacey,Santa Clara,12441,12441,technician,married,secondary,yes,yes
12442,Lisa,Rosselle,12442,12442,admin.,married,secondary,no,no
12443,David,Pittsburgh,12443,12443,services,single,secondary,no,yes
12444,Jeanette,Pennsylvania,12444,12444,retired,married,secondary,no,yes
12445,Adrian,Columbia,12445,12445,services,married,secondary,yes,no
12446,Peter,Newcastle,12446,12446,blue-collar,married,secondary,no,no
12447,CHRIS,New York,12447,12447,admin.,single,tertiary,no,no
12448,Rhiannon,San Jose,12448,12448,blue-collar,single,secondary,yes,no
12449,Shelly,Houston,12449,12449,blue-collar,married,secondary,no,yes
12450,Ola,San Fransisco,12450,12450,technician,married,tertiary,no,no
12451,Stacey,Los Angeles,12451,12451,technician,married,secondary,yes,yes
12452,Lisa,Jersey,12452,12452,blue-collar,married,secondary,yes,yes
12453,David,San Antonio,12453,12453,admin.,divorced,secondary,no,no
12454,Jeanette,Dallas,12454,12454,services,single,secondary,no,no
12455,Adrian,Santa Clara,12455,12455,services,married,secondary,yes,no
12456,Peter,Rosselle,12456,12456,admin.,married,secondary,no,yes
12457,CHRIS,Pittsburgh,12457,12457,technician,married,secondary,no,no
12458,Rhiannon,Pennsylvania,12458,12458,housemaid,married,primary,no,no
12459,Shelly,Columbia,12459,12459,blue-collar,divorced,primary,no,yes
12460,Ola,Newcastle,12460,12460,services,single,unknown,no,no
12461,Stacey,New York,12461,12461,housemaid,married,primary,no,yes
12462,Lisa,San Jose,12462,12462,admin.,single,secondary,no,yes
12463,David,Houston,12463,12463,blue-collar,married,primary,no,no
12464,Jeanette,San Fransisco,12464,12464,technician,married,tertiary,no,yes
12465,Adrian,Los Angeles,12465,12465,retired,married,primary,no,no
12466,Peter,Jersey,12466,12466,services,married,tertiary,no,yes
12467,CHRIS,San Antonio,12467,12467,technician,married,secondary,no,yes
12468,Rhiannon,Dallas,12468,12468,technician,married,secondary,no,no
